Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ashburton,95 Nicholas St,2,h,1445000.0,S,Jellis,16/04/2016,11.0,3147.0,2.0,1.0,2.0,704.0,,,Boroondara,-37.8745,145.0738,Southern Metropolitan,3052.0
Ashburton,29A Yuile St,5,h,3510000.0,S,Jellis,18/03/2017,11.0,3147.0,5.0,5.0,2.0,755.0,444.0,2015.0,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052.0
Ashburton,3/75 Victory Bvd,3,t,968000.0,S,Jellis,18/06/2016,11.0,3147.0,3.0,1.0,1.0,227.0,,,Boroondara,-37.8709,145.0857,Southern Metropolitan,3052.0
Ashburton,2/17 Ashburn Gr,3,t,900000.0,S,Jellis,19/11/2016,11.0,3147.0,3.0,2.0,2.0,153.0,110.0,1990.0,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052.0
Ashburton,4 Baker Pde,3,h,1500000.0,S,hockingstuart,22/05/2016,11.0,3147.0,3.0,1.0,2.0,545.0,,,Boroondara,-37.8605,145.0833,Southern Metropolitan,3052.0
Ashburton,15 Comas Gr,5,h,2752000.0,S,Jellis,22/08/2016,11.0,3147.0,6.0,4.0,2.0,1075.0,390.0,2010.0,Boroondara,-37.8714,145.07299999999995,Southern Metropolitan,3052.0
Ashburton,3 Mustang Ct,3,h,1500000.0,VB,Jellis,22/08/2016,11.0,3147.0,3.0,2.0,2.0,710.0,139.0,1945.0,Boroondara,-37.8653,145.0897,Southern Metropolitan,3052.0
Ashburton,63 Dent St,4,h,1800000.0,S,Jellis,25/02/2017,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0
Ashburton,4 Vears Rd,3,h,1830000.0,S,Jellis,25/02/2017,11.0,3147.0,3.0,2.0,3.0,724.0,168.0,1940.0,Boroondara,-37.8619,145.0879,Southern Metropolitan,3052.0
Ashburton,14 Lucerne St,3,h,1415000.0,S,Buxton,27/06/2016,11.0,3147.0,3.0,1.0,1.0,605.0,111.0,1950.0,Boroondara,-37.8703,145.0774,Southern Metropolitan,3052.0
Ashburton,5 Pitt St,2,h,1440000.0,PI,Jellis,27/06/2016,11.0,3147.0,2.0,1.0,1.0,687.0,104.0,1940.0,Boroondara,-37.872,145.0692,Southern Metropolitan,3052.0
Ashburton,1/65 Ashburn Gr,4,t,1250000.0,VB,Noel,27/11/2016,11.0,3147.0,4.0,2.0,2.0,321.0,199.0,2007.0,Boroondara,-37.8693,145.08,Southern Metropolitan,3052.0
Ashburton,12 Meaden St,3,h,1422000.0,S,Buxton,27/11/2016,11.0,3147.0,3.0,1.0,2.0,583.0,,,Boroondara,-37.8679,145.0781,Southern Metropolitan,3052.0
Ashburton,48 Nicholas St,5,h,1600000.0,S,Marshall,27/11/2016,11.0,3147.0,5.0,3.0,4.0,700.0,266.0,1950.0,Boroondara,-37.8724,145.0758,Southern Metropolitan,3052.0
Ashburton,5 Taylor St,4,h,1860000.0,S,Jellis,27/11/2016,11.0,3147.0,4.0,2.0,3.0,696.0,274.0,2000.0,Boroondara,-37.8711,145.0746,Southern Metropolitan,3052.0
Ashburton,1/7 Y St,3,t,1710000.0,S,Marshall,27/11/2016,11.0,3147.0,3.0,2.0,2.0,295.0,,1990.0,Boroondara,-37.8624,145.0798,Southern Metropolitan,3052.0
Ashburton,33 Highgate Gr,4,h,1790000.0,PI,hockingstuart,28/05/2016,11.0,3147.0,4.0,2.0,2.0,514.0,240.0,1935.0,Boroondara,-37.8664,145.0772,Southern Metropolitan,3052.0
Ashburton,9 Pitt St,4,h,1950000.0,S,Tim,28/05/2016,11.0,3147.0,4.0,2.0,2.0,844.0,278.0,1940.0,Boroondara,-37.8715,145.0688,Southern Metropolitan,3052.0
Ashburton,9 Ward St,3,h,1600000.0,S,Fletchers,28/05/2016,11.0,3147.0,3.0,1.0,2.0,637.0,,,Boroondara,-37.8645,145.0797,Southern Metropolitan,3052.0
Ashburton,159 Ashburn Gr,3,h,1320000.0,PI,Marshall,28/08/2016,11.0,3147.0,3.0,1.0,2.0,1063.0,,,Boroondara,-37.8752,145.0754,Southern Metropolitan,3052.0
Ashburton,19 Poulter St,3,h,1650000.0,S,Marshall,28/08/2016,11.0,3147.0,3.0,1.0,1.0,697.0,164.0,1947.0,Boroondara,-37.8636,145.0903,Southern Metropolitan,3052.0
Ashwood,18 Teck St,2,h,995000.0,S,Tim,3/09/2016,12.2,3147.0,2.0,1.0,1.0,583.0,,1950.0,Monash,-37.8693,145.1082,Southern Metropolitan,2894.0
Ashwood,28 Raymond St,3,h,1250000.0,S,Woodards,3/12/2016,12.2,3147.0,3.0,1.0,1.0,842.0,,,Monash,-37.867,145.1092,Southern Metropolitan,2894.0
Ashwood,31a Douglas St,3,u,1045000.0,S,Tim,4/03/2017,12.2,3147.0,3.0,2.0,2.0,467.0,,,Monash,-37.8639,145.0968,Southern Metropolitan,2894.0
Ashwood,1/53 Winbirra Pde,4,h,1200000.0,SP,Purplebricks,4/03/2017,12.2,3147.0,4.0,3.0,2.0,372.0,201.0,2016.0,Monash,-37.8716,145.0999,Southern Metropolitan,2894.0
Ashwood,18 Montrose St,2,h,1075000.0,VB,Jellis,4/06/2016,12.2,3147.0,2.0,1.0,2.0,695.0,114.0,1950.0,Monash,-37.8694,145.0944,Southern Metropolitan,2894.0
Ashwood,4 Scenic Dr,4,h,1500000.0,S,Fletchers,6/08/2016,12.2,3147.0,2.0,2.0,2.0,621.0,203.0,2000.0,Monash,-37.8647,145.1023,Southern Metropolitan,2894.0
Ashwood,8 Rocklands Rd,3,h,1120000.0,S,Tim,7/05/2016,12.2,3147.0,3.0,1.0,2.0,723.0,,,Monash,-37.8642,145.1109,Southern Metropolitan,2894.0
Ashwood,1/7 Farmer St,2,t,700000.0,S,hockingstuart,7/11/2016,12.2,3147.0,2.0,1.0,2.0,367.0,110.0,1970.0,Monash,-37.8662,145.109,Southern Metropolitan,2894.0
Ashwood,1/136 High Street Rd,3,h,761000.0,PI,Fletchers,7/11/2016,12.2,3147.0,3.0,2.0,4.0,400.0,94.0,1950.0,Monash,-37.8675,145.106,Southern Metropolitan,2894.0
Ashwood,10 Maroondah Rd,4,h,1270000.0,SP,Buxton,8/10/2016,12.2,3147.0,4.0,2.0,1.0,724.0,,,Monash,-37.8651,145.1109,Southern Metropolitan,2894.0
Ashwood,4 Peppermint Ct,4,h,1510000.0,S,Buxton,8/10/2016,12.2,3147.0,4.0,2.0,2.0,526.0,,,Monash,-37.8661,145.1013,Southern Metropolitan,2894.0
Ashwood,35 Douglas St,3,h,1365000.0,S,Fletchers,10/09/2016,12.2,3147.0,3.0,1.0,1.0,792.0,792.0,1950.0,Monash,-37.864,145.0972,Southern Metropolitan,2894.0
Ashwood,95 Huntingdale Rd,4,h,1100000.0,VB,Tim,10/12/2016,12.2,3147.0,3.0,2.0,2.0,803.0,152.0,1970.0,Monash,-37.8621,145.1126,Southern Metropolitan,2894.0
Ashwood,8 Maroondah Rd,4,h,1415000.0,S,Buxton,13/08/2016,12.2,3147.0,4.0,3.0,2.0,724.0,,,Monash,-37.8651,145.1107,Southern Metropolitan,2894.0
Ashwood,1/7 Murra Ct,2,u,690000.0,S,Ray,14/05/2016,12.2,3147.0,2.0,1.0,1.0,216.0,90.0,2003.0,Monash,-37.8711,145.1017,Southern Metropolitan,2894.0
Ashwood,58 Ashwood Dr,3,h,1631000.0,S,Jellis,15/10/2016,12.2,3147.0,3.0,2.0,3.0,782.0,215.0,1950.0,Monash,-37.8621,145.1021,Southern Metropolitan,2894.0
Ashwood,3 Harold St,4,h,1500000.0,S,Buxton,15/10/2016,12.2,3147.0,4.0,2.0,1.0,593.0,255.0,1930.0,Monash,-37.8655,145.096,Southern Metropolitan,2894.0
Ashwood,9 Katta Ct,3,h,1060000.0,S,Harcourts,16/07/2016,12.2,3147.0,2.0,1.0,2.0,772.0,,,Monash,-37.8707,145.1036,Southern Metropolitan,2894.0
Ashwood,16 Scenic Dr,5,h,1529500.0,S,Buxton,17/09/2016,12.2,3147.0,5.0,3.0,2.0,585.0,317.0,2000.0,Monash,-37.8637,145.1024,Southern Metropolitan,2894.0
Ashwood,4/36 Queens Pde,2,u,600000.0,S,Noel,18/03/2017,12.2,3147.0,2.0,1.0,1.0,153.0,80.0,1970.0,Monash,-37.8696,145.0962,Southern Metropolitan,2894.0
Ashwood,4/24 Mulgrave St,2,u,535000.0,S,Woodards,18/06/2016,12.2,3147.0,2.0,1.0,1.0,72.0,,,Monash,-37.8702,145.1042,Southern Metropolitan,2894.0
Ashwood,147 Huntingdale Rd,3,h,785000.0,S,Buxton,19/11/2016,12.2,3147.0,3.0,1.0,1.0,557.0,,1960.0,Monash,-37.8671,145.1117,Southern Metropolitan,2894.0
Ashwood,17 Parkhill Dr,4,h,1240000.0,S,Tim,19/11/2016,12.2,3147.0,4.0,2.0,2.0,766.0,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan,2894.0
Ashwood,2/6 Murra Ct,2,u,700000.0,S,hockingstuart,22/08/2016,12.2,3147.0,2.0,1.0,2.0,192.0,88.0,2007.0,Monash,-37.8709,145.102,Southern Metropolitan,2894.0
Ashwood,12 Leonard St,4,h,1350000.0,S,Buxton,24/09/2016,12.2,3147.0,4.0,2.0,1.0,727.0,,,Monash,-37.8669,145.1106,Southern Metropolitan,2894.0
Ashwood,4 Teck St,2,h,1110000.0,S,Fletchers,24/09/2016,12.2,3147.0,2.0,1.0,1.0,586.0,86.0,1950.0,Monash,-37.8683,145.1082,Southern Metropolitan,2894.0
Ashwood,14 Ashwood Dr,3,h,1305000.0,S,Jellis,25/02/2017,12.2,3147.0,3.0,1.0,1.0,760.0,120.0,1960.0,Monash,-37.858,145.1038,Southern Metropolitan,2894.0
Ashwood,1/2 Condah Ct,3,h,855000.0,S,Noel,25/02/2017,12.2,3147.0,3.0,2.0,1.0,320.0,85.0,1958.0,Monash,-37.87,145.1103,Southern Metropolitan,2894.0
Ashwood,1/16 Raymond St,3,t,900500.0,S,Jellis,27/11/2016,12.2,3147.0,3.0,2.0,2.0,256.0,134.0,2012.0,Monash,-37.8655,145.1096,Southern Metropolitan,2894.0
Ashwood,4 Newbury Ct,3,h,1200000.0,VB,Buxton,28/05/2016,12.2,3147.0,3.0,2.0,2.0,839.0,198.0,1970.0,Monash,-37.8614,145.1098,Southern Metropolitan,2894.0
Ashwood,2/53 Salisbury Rd,3,t,830000.0,S,Barry,28/08/2016,12.2,3147.0,2.0,1.0,2.0,212.0,130.0,2012.0,Monash,-37.8723,145.1089,Southern Metropolitan,2894.0
Avondale Heights,8 Norma Ct,3,h,850000.0,S,Moonee,3/09/2016,10.5,3034.0,3.0,1.0,1.0,593.0,118.0,1970.0,Moonee Valley,-37.7677,144.8674,Western Metropolitan,4502.0
Avondale Heights,9 Rogerson St,3,h,750000.0,SP,Moonee,3/09/2016,10.5,3034.0,3.0,1.0,1.0,0.0,103.0,1980.0,Moonee Valley,-37.7634,144.8611,Western Metropolitan,4502.0
Avondale Heights,157 Canning St,3,t,851000.0,S,Nelson,3/12/2016,10.5,3034.0,3.0,3.0,1.0,557.0,181.0,2017.0,Moonee Valley,-37.77,144.8572,Western Metropolitan,4502.0
Avondale Heights,105 Canning St,3,h,848000.0,S,Nelson,4/03/2017,10.5,3034.0,3.0,1.0,2.0,542.0,,,Moonee Valley,-37.7706,144.8629,Western Metropolitan,4502.0
Avondale Heights,36 Wood St,4,h,806000.0,S,Moonee,4/03/2017,10.5,3034.0,4.0,2.0,1.0,350.0,,2008.0,Moonee Valley,-37.7676,144.859,Western Metropolitan,4502.0
Avondale Heights,2 Arbor Tce,4,h,1155000.0,S,Nelson,4/06/2016,10.5,3034.0,3.0,2.0,2.0,569.0,225.0,2008.0,Moonee Valley,-37.7654,144.8655,Western Metropolitan,4502.0
Avondale Heights,3 Karen Ct,3,h,670000.0,VB,Nelson,4/06/2016,10.5,3034.0,3.0,2.0,2.0,671.0,,,Moonee Valley,-37.7593,144.871,Western Metropolitan,4502.0
Avondale Heights,6 Lovett Dr,4,h,1200000.0,S,Nelson,4/06/2016,10.5,3034.0,4.0,5.0,4.0,673.0,,,Moonee Valley,-37.7545,144.8736,Western Metropolitan,4502.0
Avondale Heights,12 Skewes St,3,h,636000.0,S,Nelson,4/06/2016,10.5,3034.0,2.0,1.0,2.0,571.0,,,Moonee Valley,-37.7605,144.8581,Western Metropolitan,4502.0
Avondale Heights,68 Thompson St,3,h,680000.0,S,Nelson,6/08/2016,10.5,3034.0,3.0,1.0,2.0,570.0,120.0,1970.0,Moonee Valley,-37.7591,144.8542,Western Metropolitan,4502.0
Avondale Heights,14 Lovett Dr,4,h,1160000.0,S,Moonee,7/05/2016,10.5,3034.0,4.0,3.0,2.0,789.0,,,Moonee Valley,-37.7537,144.8729,Western Metropolitan,4502.0
Avondale Heights,31 Duke St,3,h,750000.0,S,Barry,8/10/2016,10.5,3034.0,3.0,1.0,1.0,529.0,,,Moonee Valley,-37.7721,144.8576,Western Metropolitan,4502.0
Avondale Heights,97 Military Rd,3,h,627500.0,SP,Moonee,8/10/2016,10.5,3034.0,3.0,1.0,1.0,550.0,143.0,1970.0,Moonee Valley,-37.7632,144.8622,Western Metropolitan,4502.0
Avondale Heights,21 River Dr,3,t,880000.0,S,Moonee,8/10/2016,10.5,3034.0,3.0,2.0,2.0,339.0,,,Moonee Valley,-37.7519,144.8534,Western Metropolitan,4502.0
Avondale Heights,3 Clive Ct,4,h,950000.0,S,Moonee,10/12/2016,10.5,3034.0,4.0,3.0,3.0,761.0,281.0,1970.0,Moonee Valley,-37.7524,144.8714,Western Metropolitan,4502.0
Avondale Heights,22 Warrick Ct,4,h,1600000.0,PI,Nelson,10/12/2016,10.5,3034.0,4.0,3.0,3.0,1801.0,,,Moonee Valley,-37.7532,144.8766,Western Metropolitan,4502.0
Avondale Heights,2/6 Nelson Ct,2,t,585000.0,S,Barry,11/02/2017,10.5,3034.0,2.0,1.0,1.0,136.0,,2012.0,Moonee Valley,-37.7623,144.8613,Western Metropolitan,4502.0
Avondale Heights,7 Monmouth St,3,h,650000.0,SP,Moonee,15/10/2016,10.5,3034.0,3.0,1.0,3.0,574.0,,,Moonee Valley,-37.7627,144.857,Western Metropolitan,4502.0
Avondale Heights,15 River Dr,3,h,725000.0,SP,Moonee,15/10/2016,10.5,3034.0,3.0,1.0,4.0,606.0,,,Moonee Valley,-37.752,144.85399999999996,Western Metropolitan,4502.0
Avondale Heights,16a Arbor Tce,3,u,665000.0,S,Brad,16/04/2016,10.5,3034.0,3.0,2.0,1.0,289.0,,,Moonee Valley,-37.7644,144.8657,Western Metropolitan,4502.0
Avondale Heights,40a Herbert St,3,h,560500.0,S,Nelson,16/04/2016,10.5,3034.0,3.0,1.0,1.0,177.0,,,Moonee Valley,-37.7664,144.8583,Western Metropolitan,4502.0
Avondale Heights,185 Military Rd,3,h,615000.0,SP,Moonee,16/07/2016,10.5,3034.0,3.0,1.0,2.0,649.0,,,Moonee Valley,-37.758,144.86,Western Metropolitan,4502.0
Avondale Heights,33 Wood St,3,h,845000.0,S,Nelson,16/07/2016,10.5,3034.0,3.0,1.0,3.0,704.0,,,Moonee Valley,-37.7681,144.8592,Western Metropolitan,4502.0
Avondale Heights,14 Herbert St,3,h,585000.0,SA,Barry,17/09/2016,10.5,3034.0,3.0,1.0,2.0,322.0,,,Moonee Valley,-37.7686,144.8576,Western Metropolitan,4502.0
Avondale Heights,2/10 Military Rd,2,u,440000.0,S,Nelson,18/03/2017,10.5,3034.0,2.0,1.0,1.0,263.0,,1999.0,Moonee Valley,-37.7697,144.8657,Western Metropolitan,4502.0
Avondale Heights,9 Willow Dr,3,h,850000.0,S,Moonee,18/03/2017,10.5,3034.0,3.0,1.0,2.0,766.0,149.0,,Moonee Valley,-37.7522,144.8518,Western Metropolitan,4502.0
Avondale Heights,8 Westminster Dr,5,h,850000.0,SP,Moonee,18/06/2016,10.5,3034.0,5.0,2.0,4.0,574.0,,,Moonee Valley,-37.7639,144.8615,Western Metropolitan,4502.0
Avondale Heights,8 Herbert St,3,h,705000.0,S,Nelson,22/05/2016,10.5,3034.0,3.0,1.0,1.0,581.0,106.0,1960.0,Moonee Valley,-37.7691,144.8575,Western Metropolitan,4502.0
Avondale Heights,2 Hillman Ct,4,h,1100000.0,VB,Brad,22/05/2016,10.5,3034.0,4.0,3.0,2.0,873.0,395.0,1992.0,Moonee Valley,-37.7609,144.8639,Western Metropolitan,4502.0
Avondale Heights,20 Westminster Dr,3,h,892500.0,S,Nelson,22/05/2016,10.5,3034.0,3.0,1.0,1.0,586.0,118.0,1965.0,Moonee Valley,-37.7642,144.8603,Western Metropolitan,4502.0
Avondale Heights,8 Moffat St,3,h,695000.0,S,HAR,23/04/2016,10.5,3034.0,3.0,1.0,2.0,588.0,,,Moonee Valley,-37.771,144.8586,Western Metropolitan,4502.0
Avondale Heights,1/24 Bordeaux St,2,h,522500.0,S,Nelson,24/09/2016,10.5,3034.0,2.0,1.0,1.0,220.0,101.0,1995.0,Moonee Valley,-37.756,144.8641,Western Metropolitan,4502.0
Avondale Heights,72 Military Rd,4,h,680000.0,PI,Nelson,24/09/2016,10.5,3034.0,4.0,2.0,2.0,554.0,140.0,1960.0,Moonee Valley,-37.7649,144.8633,Western Metropolitan,4502.0
Avondale Heights,1/5 South Tce,3,u,500000.0,S,Nelson,24/09/2016,10.5,3034.0,3.0,1.0,1.0,260.0,,1990.0,Moonee Valley,-37.7507,144.8576,Western Metropolitan,4502.0
Avondale Heights,1/4 Weyburn Pl,2,t,550000.0,SP,Moonee,24/09/2016,10.5,3034.0,2.0,1.0,2.0,158.0,,1993.0,Moonee Valley,-37.7592,144.8681,Western Metropolitan,4502.0         
Balaclava,2/19 Camden St,2,u,474000.0,S,hockingstuart,22/05/2016,6.6,3183.0,2.0,1.0,1.0,0.0,59.0,1970.0,Port Phillip,-37.8667,144.9917,Southern Metropolitan,2952.0
Balaclava,1/17 Albion St,2,h,981000.0,S,Buxton,25/02/2017,6.6,3183.0,2.0,1.0,0.0,159.0,84.0,1930.0,Port Phillip,-37.874,144.9933,Southern Metropolitan,2952.0
Balaclava,10 Grosvenor St,3,h,1690000.0,S,McGrath,25/02/2017,6.6,3183.0,3.0,2.0,2.0,339.0,159.0,1890.0,Port Phillip,-37.872,144.9909,Southern Metropolitan,2952.0
Balaclava,3/33 Gourlay St,2,u,540000.0,VB,McGrath,27/06/2016,6.6,3183.0,2.0,1.0,1.0,483.0,51.0,1970.0,Port Phillip,-37.8727,144.9969,Southern Metropolitan,2952.0
Balaclava,41 Marlborough St,3,h,1080000.0,S,Buxton,27/06/2016,6.6,3183.0,3.0,1.0,1.0,157.0,,1928.0,Port Phillip,-37.8696,144.9925,Southern Metropolitan,2952.0
Balaclava,15/36 Brighton Rd,1,u,500000.0,SP,Biggin,27/11/2016,6.6,3183.0,1.0,1.0,0.0,0.0,,,Port Phillip,-37.87300000000001,144.9907,Southern Metropolitan,2952.0
Balaclava,5/11 Albion St,2,u,497500.0,PI,hockingstuart,28/08/2016,6.6,3183.0,2.0,0.0,0.0,0.0,,,Port Phillip,-37.8739,144.9929,Southern Metropolitan,2952.0
Balwyn,166 Gordon St,2,h,2100000.0,S,Marshall,3/09/2016,9.7,3103.0,2.0,1.0,1.0,659.0,123.0,1920.0,Boroondara,-37.8094,145.0807,Southern Metropolitan,5682.0
Balwyn,36 Narrak Rd,4,h,1800000.0,VB,Marshall,3/09/2016,9.7,3103.0,4.0,2.0,2.0,715.0,218.0,1985.0,Boroondara,-37.811,145.0958,Southern Metropolitan,5682.0
Balwyn,2/16 Westminster St,2,t,1255000.0,S,Noel,3/09/2016,9.7,3103.0,2.0,1.0,1.0,208.0,129.0,2000.0,Boroondara,-37.8128,145.0975,Southern Metropolitan,5682.0
Balwyn,2/74 Balwyn Rd,3,u,1070000.0,SA,Philip,3/12/2016,9.7,3103.0,3.0,2.0,2.0,206.0,112.0,1998.0,Boroondara,-37.8161,145.0812,Southern Metropolitan,5682.0
Balwyn,112 Belmore Rd,5,h,2570000.0,PI,RT,3/12/2016,9.7,3103.0,5.0,3.0,2.0,715.0,420.0,2009.0,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682.0
Balwyn,27 Bevan St,4,h,2400000.0,VB,RW,3/12/2016,9.7,3103.0,4.0,2.0,2.0,744.0,226.0,1985.0,Boroondara,-37.8147,145.0748,Southern Metropolitan,5682.0
Balwyn,129 Gordon St,3,h,2200000.0,S,North,3/12/2016,9.7,3103.0,3.0,3.0,2.0,651.0,266.0,,Boroondara,-37.8085,145.0764,Southern Metropolitan,5682.0
Balwyn,1/7 Boston Rd,3,h,1800000.0,VB,Marshall,16/07/2016,9.7,3103.0,3.0,2.0,2.0,380.0,,1980.0,Boroondara,-37.8161,145.0772,Southern Metropolitan,5682.0
Balwyn,1/32 Yerrin St,3,t,1472000.0,S,Noel,16/07/2016,9.7,3103.0,3.0,2.0,2.0,306.0,170.0,1995.0,Boroondara,-37.8106,145.0848,Southern Metropolitan,5682.0
Balwyn,53 Metung St,3,h,2120000.0,S,Jellis,17/09/2016,9.7,3103.0,3.0,1.0,2.0,651.0,,,Boroondara,-37.8036,145.0715,Southern Metropolitan,5682.0
Balwyn,87 Yerrin St,3,h,1910000.0,S,Jellis,17/09/2016,9.7,3103.0,3.0,1.0,2.0,697.0,,,Boroondara,-37.8044,145.0853,Southern Metropolitan,5682.0
Balwyn,5/95 Balwyn Rd,2,u,754000.0,PI,Marshall,18/03/2017,9.7,3103.0,2.0,1.0,1.0,87.0,88.0,1990.0,Boroondara,-37.8134,145.08100000000005,Southern Metropolitan,5682.0
Balwyn,2 Birtles Ct,5,h,3000000.0,VB,Jellis,18/06/2016,9.7,3103.0,5.0,5.0,2.0,671.0,,,Boroondara,-37.8025,145.0665,Southern Metropolitan,5682.0
Balwyn,49 Metung St,5,h,3400000.0,VB,Jellis,18/06/2016,9.7,3103.0,5.0,6.0,4.0,739.0,502.0,,Boroondara,-37.8039,145.0714,Southern Metropolitan,5682.0
Balwyn,29 Bevan St,4,h,2188000.0,S,Marshall,19/11/2016,9.7,3103.0,4.0,2.0,2.0,752.0,253.0,1981.0,Boroondara,-37.8149,145.0747,Southern Metropolitan,5682.0
Balwyn,2/30 Kalimna St,2,u,755000.0,PI,Noel,19/11/2016,9.7,3103.0,2.0,1.0,1.0,213.0,92.0,1980.0,Boroondara,-37.8092,145.0789,Southern Metropolitan,5682.0
Balwyn,1 Knutsford St,4,h,2900000.0,VB,Marshall,22/05/2016,9.7,3103.0,4.0,3.0,2.0,596.0,,,Boroondara,-37.815,145.076,Southern Metropolitan,5682.0
Balwyn North,30 Abbott St,7,h,1350000.0,PI,Barry,3/12/2016,9.2,3104.0,7.0,2.0,0.0,942.0,,,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809.0
Balwyn North,25 Bolinda Rd,4,h,1905000.0,S,Noel,3/12/2016,9.2,3104.0,4.0,2.0,2.0,647.0,185.0,1955.0,Boroondara,-37.7917,145.0868,Southern Metropolitan,7809.0
Balwyn North,3 Dumblane St,5,h,3300000.0,PI,hockingstuart,3/12/2016,9.2,3104.0,5.0,4.0,2.0,760.0,477.0,2015.0,Boroondara,-37.7907,145.0907,Southern Metropolitan,7809.0
Balwyn North,30 Hood St,4,h,1900000.0,VB,Fletchers,3/12/2016,9.2,3104.0,4.0,2.0,2.0,642.0,215.0,1955.0,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809.0
Balwyn North,36 Kenny St,3,h,2251000.0,S,Marshall,3/12/2016,9.2,3104.0,3.0,1.0,2.0,888.0,137.0,1950.0,Boroondara,-37.8002,145.0949,Southern Metropolitan,7809.0
Balwyn North,13 Riverview Rd,4,h,2205000.0,PI,RW,3/12/2016,9.2,3104.0,4.0,2.0,2.0,750.0,214.0,1950.0,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809.0
Balwyn North,43 Sweyn St,3,h,1265000.0,S,hockingstuart,3/12/2016,9.2,3104.0,3.0,2.0,1.0,347.0,160.0,2011.0,Boroondara,-37.7947,145.1035,Southern Metropolitan,7809.0
Balwyn North,3 Highbury St,3,h,2000000.0,S,R&H,4/03/2017,9.2,3104.0,3.0,1.0,3.0,772.0,,,Boroondara,-37.7938,145.0732,Southern Metropolitan,7809.0
Balwyn North,14 Kawarren St,4,h,1750000.0,S,Kay,4/03/2017,9.2,3104.0,4.0,2.0,2.0,673.0,185.0,1960.0,Boroondara,-37.7856,145.0918,Southern Metropolitan,7809.0
Balwyn North,88 Longview Rd,3,h,1450000.0,VB,Jellis,4/03/2017,9.2,3104.0,3.0,1.0,2.0,665.0,124.0,1950.0,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809.0
Balwyn North,113 Maud St,4,h,2614000.0,S,Fletchers,4/03/2017,9.2,3104.0,4.0,2.0,2.0,772.0,150.0,1955.0,Boroondara,-37.7959,145.0787,Southern Metropolitan,7809.0
Balwyn North,6 Stuart Ct,4,h,1825000.0,S,Fletchers,4/03/2017,9.2,3104.0,4.0,2.0,3.0,736.0,225.0,1958.0,Boroondara,-37.7944,145.1028,Southern Metropolitan,7809.0
Balwyn North,61 Sutton St,4,h,2550000.0,S,Fletchers,4/03/2017,9.2,3104.0,4.0,1.0,4.0,847.0,,,Boroondara,-37.7954,145.0838,Southern Metropolitan,7809.0
Balwyn North,38 Nevada St,4,h,1570000.0,SP,Jellis,4/06/2016,9.2,3104.0,4.0,2.0,1.0,546.0,,,Boroondara,-37.7863,145.0905,Southern Metropolitan,7809.0
Balwyn North,325 Belmore Rd,5,h,3250000.0,PI,Jellis,6/08/2016,9.2,3104.0,3.0,4.0,2.0,886.0,520.0,2013.0,Boroondara,-37.804,145.0951,Southern Metropolitan,7809.0
Balwyn North,45 Cityview Rd,4,h,1750000.0,PI,Ray,6/08/2016,9.2,3104.0,4.0,3.0,3.0,667.0,,,Boroondara,-37.7898,145.079,Southern Metropolitan,7809.0
Balwyn North,15 Ellendale St,3,t,1150000.0,S,Christopher,6/08/2016,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809.0
Balwyn North,10 Hood St,4,h,2155000.0,S,Jellis,28/08/2016,9.2,3104.0,4.0,2.0,3.0,620.0,,,Boroondara,-37.7985,145.0707,Southern Metropolitan,7809.0
Balwyn North,3/8 Severn St,3,h,1225000.0,VB,Fletchers,28/08/2016,9.2,3104.0,3.0,2.0,2.0,282.0,,,Boroondara,-37.7936,145.0697,Southern Metropolitan,7809.0
Balwyn North,40 Stephens St,4,h,2150000.0,PI,Noel,28/08/2016,9.2,3104.0,4.0,2.0,2.0,730.0,,1960.0,Boroondara,-37.7993,145.0869,Southern Metropolitan,7809.0
Balwyn North,24 Willis St,3,h,1770000.0,PI,Fletchers,28/08/2016,9.2,3104.0,3.0,2.0,1.0,720.0,147.0,1955.0,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809.0
Balwyn North,2/3 Hatfield St,2,u,691500.0,S,Fletchers,30/07/2016,9.2,3104.0,3.0,1.0,1.0,0.0,102.0,1968.0,Boroondara,-37.7938,145.0666,Southern Metropolitan,7809.0
Balwyn North,1 Tovey St,5,h,1836000.0,S,Jellis,30/07/2016,9.2,3104.0,4.0,2.0,2.0,939.0,,1957.0,Boroondara,-37.7998,145.0862,Southern Metropolitan,7809.0
